Age,Mean
"8–11 years",25.9
"12–15 years",42.8
"16–19 years",55.7
"20–39 years",59.9
"40–59 years",60.9
"60–79 years",57.1
"80 years and older",50
"20 years and older (crude)",59.5
"20 years and older (age adjusted)",59.2
