Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,97,1.3,71,5767,98,3.2,70,8001,97,1.5,72
"Under 6 years",3461,99,2,79,1581,100,3.2,80,1580,98,2.5,79
"6–11 years",1553,98,4.2,78,733,103,9.4,78,693,95,4,79
"12–19 years",1659,97,4.7,64,711,104,10.4,65,796,92,5.1,64
"20–59 years",5921,93,2,65,1939,94,4.3,62,3484,93,2.1,65
"60 years and over",2588,109,3.1,86,803,101,4.7,75,1448,111,3.6,93
