Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,7.9,0.15,6.2,5767,7.6,0.2,5.7,8001,8.1,0.18,6.4
"Under 6 years",3461,6.2,0.13,4.9,1581,6.7,0.19,5.2,1580,6,0.19,4.7
"6–11 years",1553,7,0.22,5.9,733,6.8,0.31,5.7,693,7.2,0.35,5.9
"12–19 years",1659,8.2,0.33,6.5,711,8.4,0.44,6,796,8,0.38,6.6
"20–59 years",5921,8.3,0.21,6.7,1939,7.8,0.28,6.1,3484,8.5,0.25,6.8
"60 years and over",2588,7.7,0.35,5.7,803,7.6,0.99,5,1448,7.8,0.35,6
