Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,1.5,0.02,1.4,5767,1.5,0.03,1.3,8001,1.6,0.02,1.4
"Under 6 years",3461,1.3,0.02,1.2,1581,1.3,0.02,1.2,1580,1.3,0.02,1.2
"6–11 years",1553,1.5,0.03,1.4,733,1.6,0.06,1.4,693,1.5,0.05,1.4
"12–19 years",1659,1.5,0.05,1.3,711,1.6,0.08,1.3,796,1.5,0.06,1.3
"20–59 years",5921,1.6,0.03,1.4,1939,1.5,0.05,1.3,3484,1.6,0.03,1.4
"60 years and over",2588,1.6,0.03,1.4,803,1.5,0.07,1.3,1448,1.7,0.04,1.5
