| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 24.9           |
| 12–15 | 27.63          |
| 16–19 | 25.25          |
| 20–29 | 23.75          |
| 30–39 | 23.09          |
| 40–49 | 23             |
| 50–59 | 24.04          |
| 60–69 | 25.94          |
| 70–79 | 26.07          |
| 80+   | 28.23          |
