| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 24             |
| 12–15 | 42.86          |
| 16–19 | 31.66          |
| 20–29 | 28.21          |
| 30–39 | 27.9           |
| 40–49 | 26.62          |
| 50–59 | 26.93          |
| 60–69 | 27.72          |
| 70–79 | 28.31          |
| 80+   | 29.4           |
