Age,"Standard error"
"8–11 years",24
"12–15 years",42.86
"16–19 years",31.66
"20–29 years",28.21
"30–39 years",27.9
"40–49 years",26.62
"50–59 years",26.93
"60–69 years",27.72
"70–79 years",28.31
"80 years and over",29.4
