Age,"Standard error"
"8–11 years",24.9
"12–15 years",27.63
"16–19 years",25.25
"20–29 years",23.75
"30–39 years",23.09
"40–49 years",23
"50–59 years",24.04
"60–69 years",25.94
"70–79 years",26.07
"80 years and over",28.23
