Age,"Standard error"
"All ages",10.1
"2–11 months",11.9
"1–2 years",11.4
"3–5 years",15.3
"6–11 years",19.2
"12–15 years",34.6
"16–19 years",38.6
"20–29 years",19.2
"30–39 years",20
"40–49 years",22.9
"50–59 years",20.5
"60–69 years",17.7
"70–79 years",14.3
"80 years and over",19.8
