Age,"Standard error"
"7-17 years (education : head of the household)",1.1
"7-11 years (education : head of the household)",1.27
"12-17 years (education : head of the household)",1.17
"18-74 years",1.04
"18-24 years",2.82
"25-34 years",2.14
"35-44 years",1.57
"45-54 years",1.88
"55-64 years",1.99
"65-74 years",1.82
