| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 32.7 |
| 12–15              | 33.1 |
| 16–19              | 35.6 |
| 20–39              | 38.7 |
| 40–59              | 41.5 |
| 60–79              | 43.5 |
| 80+                | 41.5 |
| 20+                | 40.9 |
| 20+ (age adjusted) | 40.8 |
