| Age                | Mean |
| ------------------ | ---- |
| 7-74 years         | 75.8 |
| 7-11 years         | 63.7 |
| 12-17 years        | 68.5 |
| 18-24 years        | 71.8 |
| 25-34 years        | 75.5 |
| 35-44 years        | 80.7 |
| 45-54 years        | 82.5 |
| 55-64 years        | 84.6 |
| 65-74 years        | 84.6 |
| Age-adjusted value | 76.1 |
