Age,Median
"All ages",36
"2–11 months",10
"1–2 years",24
"3–5 years",36
"6–11 years",41
"12–15 years",50
"16–19 years",42
"20–29 years",40
"30–39 years",38
"40–49 years",35
"50–59 years",34
"60–69 years",31
"70–79 years",30
"80 years and over",29
