Age,Median
"All ages",48
"2–11 months",10
"1–2 years",27
"3–5 years",40
"6–11 years",52
"12–15 years",57
"16–19 years",63
"20–29 years",53
"30–39 years",53
"40–49 years",51
"50–59 years",43
"60–69 years",39
"70–79 years",38
"80 years and over",34
