Age,"Standard error"
"8–11 years",6.31
"12–15 years",15.04
"16–19 years",13.82
"20–29 years",14.06
"30–39 years",14.83
"40–49 years",16.22
"50–59 years",16.36
"60–69 years",18.15
"70–79 years",19.39
"80 years and over",20.51
