Age,"Standard error"
"8–11 years",8.38
"12–15 years",11.76
"16–19 years",11.21
"20–29 years",11.11
"30–39 years",11.74
"40–49 years",12.82
"50–59 years",12.83
"60–69 years",14.08
"70–79 years",13.73
"80 years and over",13.51
