| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 6.31           |
| 12–15 | 15.04          |
| 16–19 | 13.82          |
| 20–29 | 14.06          |
| 30–39 | 14.83          |
| 40–49 | 16.22          |
| 50–59 | 16.36          |
| 60–69 | 18.15          |
| 70–79 | 19.39          |
| 80+   | 20.51          |
