Age,Mean
"7-74 years",80.6
"7-11 years",64
"12-17 years",73.3
"18-24 years",76.4
"25-34 years",79.7
"35-44 years",87.7
"45-54 years",93.2
"55-64 years",88.1
"65-74 years",87.9
"Age-adjusted value",80.6
