Age,Median
"All ages",19.7
"2–11 months",6.3
"1–2 years",16.9
"3–5 years",21.8
"6–11 years",23.2
"12–15 years",31.2
"16–19 years",30.9
"20–29 years",25.4
"30–39 years",19.7
"40–49 years",17.6
"50–59 years",15.3
"60–69 years",15.3
"70–79 years",15.1
"80 years and over",14.7
