Age,Mean
"8–11 years",2.1
"12–15 years",3.5
"16–19 years",4.6
"20–39 years",5.3
"40–59 years",5.5
"60–79 years",5.2
"80 years and older",4.3
"20 years and older (crude)",5.3
"20 years and older (age adjusted)",5.3
