Age,Mean
"All ages",5.5
"2–11 months",–
"1–2 years",0.4
"3–5 years",0.8
"6–11 years",1.4
"12–15 years",2.9
"16–19 years",1
"20–29 years",1.9
"30–39 years",5.9
"40–49 years",10.1
"50–59 years",8
"60–69 years",13.6
"70–79 years",11.3
"80 years and over",9.7
