Age,Mean
"2 years",51.3
"3 years",54.4
"4 years",57.3
"5 years",60.2
"6 years",62.6
"7 years",65.6
"8 years",68.3
"9 years",70.7
"10 years",73.6
"11 years",77.4
"12 years",80.4
"13 years",83.1
"14 years",84.3
"15 years",85.5
"16 years",85.7
"17 years",86
"18 years",85.6
"19 years",86.6
"20 years and older",85.5
"20–29 years",86.1
"30–39 years",86.7
"40–49 years",86.5
"50–59 years",85.5
"60–69 years",84
"70–79 years",82.4
"80 years and older",79.6
