Age,Mean
"2 years",52.1
"3 years",54.7
"4 years",57.4
"5 years",60.6
"6 years",63.3
"7 years",66
"8 years",68.7
"9 years",71.1
"10 years",73.1
"11 years",75.5
"12 years",79.1
"13 years",82.4
"14 years",86.9
"15 years",88.8
"16 years",90.4
"17 years",91.7
"18 years",91.9
"19 years",91.8
"20 years and older",91.9
"20–29 years",92.2
"30–39 years",92.7
"40–49 years",92.5
"50–59 years",92.2
"60–69 years",90.8
"70–79 years",89.3
"80 years and older",87.3
