| Age   | Mean |
| ----- | ---- |
| 2     | 52.1 |
| 3     | 54.7 |
| 4     | 57.4 |
| 5     | 60.6 |
| 6     | 63.3 |
| 7     | 66   |
| 8     | 68.7 |
| 9     | 71.1 |
| 10    | 73.1 |
| 11    | 75.5 |
| 12    | 79.1 |
| 13    | 82.4 |
| 14    | 86.9 |
| 15    | 88.8 |
| 16    | 90.4 |
| 17    | 91.7 |
| 18    | 91.9 |
| 19    | 91.8 |
| 20+   | 91.9 |
| 20–29 | 92.2 |
| 30–39 | 92.7 |
| 40–49 | 92.5 |
| 50–59 | 92.2 |
| 60–69 | 90.8 |
| 70–79 | 89.3 |
| 80+   | 87.3 |
