Age,"Standard error"
"All ages",0.17
"2–11 months",0.28
"1–2 years",0.33
"3–5 years",0.26
"6–11 years",0.22
"12–15 years",0.34
"16–19 years",0.33
"20–29 years",0.32
"30–39 years",0.35
"40–49 years",0.4
"50–59 years",0.39
"60–69 years",0.34
"70–79 years",0.41
"80 years and over",0.28
