Age,"Standard error"
"All ages",0.19
"2–11 months",0.38
"1–2 years",0.36
"3–5 years",0.31
"6–11 years",0.36
"12–15 years",0.51
"16–19 years",0.56
"20–29 years",0.4
"30–39 years",0.48
"40–49 years",0.45
"50–59 years",0.52
"60–69 years",0.45
"70–79 years",0.48
"80 years and over",0.32
