Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",0.7,0.8,0.8,0.8,0.9,1,1,1.1,1.1
"12–15 years",0.8,0.9,0.9,0.9,1,1.1,1.2,1.2,1.3
"16–19 years",0.9,1,1,1,1.1,1.2,1.3,1.3,1.4
"20–39 years",1,1,1,1.1,1.2,1.3,1.3,1.4,1.5
"40–59 years",1,1,1.1,1.1,1.2,1.3,1.3,1.4,1.5
"60–79 years",1,1,1,1.1,1.2,1.3,1.3,1.4,1.5
"80 years and older",0.9,0.9,1,1,1.1,1.2,1.2,1.3,1.3
"20 years and older",1,1,1,1.1,1.2,1.3,1.3,1.4,1.5
