Age,"Standard error"
"All ages",0.37
"2–11 months",0.27
"1–2 years",0.41
"3–5 years",0.39
"6–11 years",0.68
"12–15 years",1.32
"16–19 years",1.31
"20–29 years",0.93
"30–39 years",0.87
"40–49 years",0.62
"50–59 years",0.85
"60–69 years",0.45
"70–79 years",0.45
"80 years and over",0.46
