Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13923,308,3.1,283,4929,291,5.2,259,7770,314,3.4,290
"Under 6 years",3410,196,2.7,187,1564,197,4.5,189,1548,198,4.1,188
"6–11 years",1581,287,6.2,271,713,282,7.4,269,746,292,8,274
"12–19 years",1462,368,7.6,342,634,332,11.5,319,674,384,9.4,351
"20–59 years",5019,331,3.8,306,1390,332,8.7,295,3226,333,4.2,310
"60 years and over",2451,251,3.9,237,628,212,6.7,197,1576,258,4.3,242
