| Age               | Mean |
| ----------------- | ---- |
| All ages          | 1.4  |
| 2–11 months       | 1.1  |
| 1–2 years         | 1.1  |
| 3–5 years         | 1.3  |
| 6–11 years        | 1.5  |
| 12–15 years       | 1.5  |
| 16–19 years       | 1.5  |
| 20–29 years       | 1.5  |
| 30–39 years       | 1.4  |
| 40–49 years       | 1.4  |
| 50–59 years       | 1.3  |
| 60–69 years       | 1.4  |
| 70–79 years       | 1.4  |
| 80 years and over | 1.4  |
