Age,"Standard error"
"8–11 years",40.01
"12–15 years",38.98
"16–19 years",39.93
"20–29 years",36.2
"30–39 years",35.04
"40–49 years",35.69
"50–59 years",35.96
"60–69 years",38.53
"70–79 years",41.56
"80 years and over",43.41
