Age,Mean
"8–11 years",253.84
"12–15 years",322.53
"16–19 years",340.08
"20–29 years",341.95
"30–39 years",344.49
"40–49 years",346.11
"50–59 years",340.97
"60–69 years",340.53
"70–79 years",328.88
"80 years and over",309.03
"20 years and over (age-adjusted)",340.47
