Age,Mean
"8–11 years",248.07
"12–15 years",353.33
"16–19 years",406.66
"20–29 years",412.46
"30–39 years",410.97
"40–49 years",416.82
"50–59 years",412.88
"60–69 years",412.09
"70–79 years",404.83
"80 years and over",392.54
"20 years and over (age-adjusted)",411.55
