| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 22.44          |
| 12–15 | 27.23          |
| 16–19 | 25.79          |
| 20–29 | 25.5           |
| 30–39 | 25.58          |
| 40–49 | 25.86          |
| 50–59 | 26.04          |
| 60–69 | 28.58          |
| 70–79 | 26.52          |
| 80+   | 26.42          |
