Age,"Standard error"
"8–11 years",20.25
"12–15 years",45.94
"16–19 years",39.8
"20–29 years",39.93
"30–39 years",40.18
"40–49 years",38.33
"50–59 years",39.17
"60–69 years",39.76
"70–79 years",38.92
"80 years and over",39.57
