Age,Mean
"All ages",18.7
"2–11 months",45.1
"1–2 years",23.8
"3–5 years",21.8
"6–11 years",24.1
"12–15 years",22.3
"16–19 years",21.5
"20–29 years",16.9
"30–39 years",16.5
"40–49 years",16.2
"50–59 years",16.4
"60–69 years",16.4
"70–79 years",16.7
"80 years and over",16.2
