Age,Mean
"8–11 years",0.732
"12–15 years",0.91
"16–19 years",0.965
"20–29 years",0.973
"30–39 years",0.977
"40–49 years",0.973
"50–59 years",0.936
"60–69 years",0.893
"70–79 years",0.837
"80 years and over",0.781
"20 years and over (age-adjusted)",0.94
