| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 204.56         |
| 12–15 | 455.19         |
| 16–19 | 402.7          |
| 20–29 | 417.97         |
| 30–39 | 411.77         |
| 40–49 | 371.28         |
| 50–59 | 382.38         |
| 60–69 | 382.3          |
| 70–79 | 367.32         |
| 80+   | 365.69         |
