Age,"Standard error"
"8–11 years",204.56
"12–15 years",455.19
"16–19 years",402.7
"20–29 years",417.97
"30–39 years",411.77
"40–49 years",371.28
"50–59 years",382.38
"60–69 years",382.3
"70–79 years",367.32
"80 years and over",365.69
