Age,"Standard error"
"8–11 years",245.33
"12–15 years",288.01
"16–19 years",281.36
"20–29 years",265.54
"30–39 years",268.78
"40–49 years",275.08
"50–59 years",269.09
"60–69 years",278.33
"70–79 years",260.06
"80 years and over",257.03
