| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 245.33         |
| 12–15 | 288.01         |
| 16–19 | 281.36         |
| 20–29 | 265.54         |
| 30–39 | 268.78         |
| 40–49 | 275.08         |
| 50–59 | 269.09         |
| 60–69 | 278.33         |
| 70–79 | 260.06         |
| 80+   | 257.03         |
