Age,"Standard error"
"All ages",1.3
"2–11 months",5.6
"1–2 years",2.6
"3–5 years",3.1
"6–11 years",4.2
"12–15 years",5.6
"16–19 years",5.7
"20–29 years",3.7
"30–39 years",3.5
"40–49 years",3.1
"50–59 years",4.4
"60–69 years",5.9
"70–79 years",2.8
"80 years and over",4
