Age,"Standard error"
"All ages",20.5
"2–11 months",43.9
"1–2 years",21.4
"3–5 years",26.7
"6–11 years",44.3
"12–15 years",*125.5
"16–19 years",*75.7
"20–29 years",33.4
"30–39 years",53.6
"40–49 years",39
"50–59 years",67.4
"60–69 years",57.3
"70–79 years",51.8
"80 years and over",69.9
