| Age                | Mean |
| ------------------ | ---- |
| 7-74 years         | 77.1 |
| 7-11 years         | 64.4 |
| 12-17 years        | 69.6 |
| 18-24 years        | 74.1 |
| 25-34 years        | 77.2 |
| 35-44 years        | 81.3 |
| 45-54 years        | 86.1 |
| 55-64 years        | 85   |
| 65-74 years        | 83.6 |
| Age-adjusted value | 77.3 |
