| Age                | Mean |
| ------------------ | ---- |
| 7-74 years         | 79.1 |
| 7-11 years         | 64.8 |
| 12-17 years        | 70.6 |
| 18-24 years        | 76.5 |
| 25-34 years        | 80.8 |
| 35-44 years        | 84.3 |
| 45-54 years        | 88.3 |
| 55-64 years        | 85.5 |
| 65-74 years        | 83.5 |
| Age-adjusted value | 78.8 |
