Age,Mean
"7-74 years",74.9
"7-11 years",64.1
"12-17 years",68.5
"18-24 years",71.5
"25-34 years",73.7
"35-44 years",78.4
"45-54 years",83.6
"55-64 years",84.2
"65-74 years",84.1
"Age-adjusted value",75.6
