Age,Mean
"8–11 years",122.5
"12–15 years",186.44
"16–19 years",237.49
"20–29 years",250.52
"30–39 years",255.71
"40–49 years",261.87
"50–59 years",261.42
"60–69 years",260.89
"70–79 years",256.97
"80 years and over",245.67
"20 years and over (age-adjusted)",257.14
