| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 122.5  |
| 12–15              | 186.44 |
| 16–19              | 237.49 |
| 20–29              | 250.52 |
| 30–39              | 255.71 |
| 40–49              | 261.87 |
| 50–59              | 261.42 |
| 60–69              | 260.89 |
| 70–79              | 256.97 |
| 80+                | 245.67 |
| 20+ (age-adjusted) | 257.14 |
