Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13923,64,0.9,56,4929,61,1.4,50,7770,65,1,58
"Under 6 years",3410,35,0.4,32,1564,37,0.8,35,1548,34,0.6,31
"6–11 years",1581,51,1.3,48,713,54,1.9,50,746,50,1.6,47
"12–19 years",1462,70,1.7,62,634,64,2.3,58,674,73,2.3,65
"20–59 years",5019,73,1.4,65,1390,74,2.7,63,3226,73,1.4,65
"60 years and over",2451,52,0.8,46,628,45,2,40,1576,53,0.9,48
