| Age               | Mean |
| ----------------- | ---- |
| All ages          | 330  |
| 2–11 months       | 121  |
| 1–2 years         | 198  |
| 3–5 years         | 219  |
| 6–11 years        | 259  |
| 12–15 years       | 296  |
| 16–19 years       | 342  |
| 20–29 years       | 365  |
| 30–39 years       | 376  |
| 40–49 years       | 364  |
| 50–59 years       | 367  |
| 60–69 years       | 335  |
| 70–79 years       | 308  |
| 80 years and over | 288  |
