Age,Mean
"All ages",285
"2–11 months",116
"1–2 years",189
"3–5 years",210
"6–11 years",242
"12–15 years",262
"16–19 years",287
"20–29 years",304
"30–39 years",320
"40–49 years",309
"50–59 years",309
"60–69 years",292
"70–79 years",274
"80 years and over",254
