Age,Median
"All ages",255
"2–11 months",102
"1–2 years",179
"3–5 years",200
"6–11 years",226
"12–15 years",236
"16–19 years",254
"20–29 years",268
"30–39 years",291
"40–49 years",277
"50–59 years",281
"60–69 years",272
"70–79 years",250
"80 years and over",235
