Age,Mean
"8–11 years",215.77
"12–15 years",391.72
"16–19 years",525.71
"20–29 years",551.9
"30–39 years",545.07
"40–49 years",548.21
"50–59 years",534.04
"60–69 years",527.19
"70–79 years",500.45
"80 years and over",473.72
"20 years and over (age-adjusted)",536.44
