Age,Median
"All ages",24
"2–11 months",15
"1–2 years",34
"3–5 years",43
"6–11 years",28
"12–15 years",13
"16–19 years",10
"20–29 years",16
"30–39 years",18
"40–49 years",19
"50–59 years",26
"60–69 years",61
"70–79 years",46
"80 years and over",68
