Age,Median
"All ages",25
"2–11 months",15
"1–2 years",46
"3–5 years",26
"6–11 years",26
"12–15 years",14
"16–19 years",13
"20–29 years",19
"30–39 years",25
"40–49 years",23
"50–59 years",37
"60–69 years",31
"70–79 years",36
"80 years and over",42
