Age,Mean
"8–11 years",4.2
"12–15 years",7.3
"16–19 years",9.3
"20–39 years",9.7
"40–59 years",9.6
"60–79 years",8.7
"80 years and older",7.6
"20 years and older (crude)",9.4
"20 years and older (age adjusted)",9.4
