| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.54           |
| 7-11 years  | 1.08           |
| 12-17 years | 0.84           |
| 18-24 years | 0.83           |
| 25-34 years | 0.49           |
| 35-44 years | 0.76           |
| 45-54 years | 1.6            |
| 55-64 years | 2.26           |
| 65-74 years | 2.65           |
