Age,Mean
"7-17 years (education : head of the household)",67.6
"7-11 years (education : head of the household)",64.7
"12-17 years (education : head of the household)",69.4
"18-74 years",85.4
"18-24 years",73.4
"25-34 years",79.1
"35-44 years",85.2
"45-54 years",86.2
"55-64 years",88.8
"65-74 years",86
"Age-adjusted value (18-74 years)",82.6
