Age,Mean
"8–11 years",885.53
"12–15 years",1446.87
"16–19 years",1640.09
"20–29 years",1680.56
"30–39 years",1700.81
"40–49 years",1701.27
"50–59 years",1609.08
"60–69 years",1516.09
"70–79 years",1364.51
"80 years and over",1189.39
"20 years and over (age-adjusted)",1612.33
