| Age                | Mean    |
| ------------------ | ------- |
| 8–11               | 885.53  |
| 12–15              | 1446.87 |
| 16–19              | 1640.09 |
| 20–29              | 1680.56 |
| 30–39              | 1700.81 |
| 40–49              | 1701.27 |
| 50–59              | 1609.08 |
| 60–69              | 1516.09 |
| 70–79              | 1364.51 |
| 80+                | 1189.39 |
| 20+ (age-adjusted) | 1612.33 |
