Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29105,81,0.9,71,10696,77,0.9,66,15771,83,1.1,73
"Under 6 years",6871,53,0.7,48,3145,56,1.1,52,3128,51,0.9,47
"6–11 years",3134,75,1.2,69,1446,76,1.7,70,1439,75,1.5,69
"12–19 years",3121,92,1.7,83,1345,92,2.4,80,1470,93,2.3,83
"20–59 years",10940,90,1.3,79,3329,85,1.8,73,6710,91,1.4,81
"60 years and over",5039,63,0.8,56,1431,54,1.5,48,3024,66,0.9,59
