Age,Mean
"All ages",0.18
"2–11 months",0.03
"1–2 years",0.12
"3–5 years",0.12
"6–11 years",0.15
"12–15 years",0.16
"16–19 years",0.19
"20–29 years",0.19
"30–39 years",0.21
"40–49 years",0.19
"50–59 years",0.25
"60–69 years",0.17
"70–79 years",0.12
"80 years and over",0.16
