Age,Mean
"All ages",0.18
"2–11 months",0.04
"1–2 years",0.12
"3–5 years",0.12
"6–11 years",0.13
"12–15 years",0.15
"16–19 years",0.18
"20–29 years",0.18
"30–39 years",0.2
"40–49 years",0.19
"50–59 years",0.24
"60–69 years",0.18
"70–79 years",0.16
"80 years and over",0.13
