| Age               | Mean |
| ----------------- | ---- |
| All ages          | 0.17 |
| 2–11 months       | 0.04 |
| 1–2 years         | 0.12 |
| 3–5 years         | 0.12 |
| 6–11 years        | 0.11 |
| 12–15 years       | 0.14 |
| 16–19 years       | 0.17 |
| 20–29 years       | 0.17 |
| 30–39 years       | 0.2  |
| 40–49 years       | 0.19 |
| 50–59 years       | 0.23 |
| 60–69 years       | 0.19 |
| 70–79 years       | 0.18 |
| 80 years and over | 0.12 |
